"Year","Year Code","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Gender","Ethnicity","ICD Sub-Chapter","ICD Sub-Chapter Code","Race","Race Code","Deaths","Population","Crude Rate"
"2001","2001","California","06","65-74 years","65-74","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,130223,"Unreliable"
"2001","2001","Colorado","08","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,76188,"Unreliable"
"2001","2001","Colorado","08","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,74012,"Unreliable"
"2001","2001","Florida","12","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",19,222278,"Unreliable"
"2001","2001","Florida","12","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",20,236481,8.5
"2001","2001","Florida","12","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",24,236481,10.1
"2001","2001","Florida","12","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,226886,"Unreliable"
"2001","2001","Florida","12","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",20,226886,8.8
"2001","2001","Florida","12","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",12,147262,"Unreliable"
"2001","2001","Florida","12","55-64 years","55-64","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,98336,"Unreliable"
"2001","2001","Georgia","13","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,63952,"Unreliable"
"2001","2001","Georgia","13","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,69465,"Unreliable"
"2001","2001","Illinois","17","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",80,162959,49.1
"2001","2001","Illinois","17","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",38,168707,22.5
"2001","2001","Illinois","17","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,114919,"Unreliable"
"2001","2001","Massachusetts","25","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,37450,"Unreliable"
"2001","2001","Nevada","32","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,40978,"Unreliable"
"2001","2001","New Jersey","34","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,94933,"Unreliable"
"2001","2001","New Jersey","34","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",11,103797,"Unreliable"
"2001","2001","New Mexico","35","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,66011,"Unreliable"
"2001","2001","New Mexico","35","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,66011,"Unreliable"
"2001","2001","New York","36","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",52,211571,24.6
"2001","2001","New York","36","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",28,220531,12.7
"2001","2001","New York","36","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,186778,"Unreliable"
"2001","2001","North Carolina","37","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,57346,"Unreliable"
"2001","2001","North Carolina","37","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",31,62437,49.7
"2001","2001","Pennsylvania","42","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",12,36002,"Unreliable"
"2001","2001","Pennsylvania","42","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,32718,"Unreliable"
"2001","2001","Texas","48","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,668931,6.7
"2001","2001","Texas","48","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",117,668931,17.5
"2001","2001","Texas","48","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",45,615531,7.3
"2001","2001","Texas","48","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",100,615531,16.2
"2001","2001","Texas","48","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",36,498782,7.2
"2001","2001","Texas","48","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",58,498782,11.6
"2001","2001","Texas","48","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,318348,"Unreliable"
"2001","2001","Texas","48","45-54 years","45-54","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",14,318348,"Unreliable"
"2001","2001","Texas","48","55-64 years","55-64","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,161779,"Unreliable"
"2002","2002","Arizona","04","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",24,137177,17.5
"2002","2002","Arizona","04","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",70,137177,51
"2002","2002","Arizona","04","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",18,126149,"Unreliable"
"2002","2002","Arizona","04","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",59,126149,46.8
"2002","2002","Arizona","04","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",26,94095,27.6
"2002","2002","California","06","5-14 years","5-14","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,1145744,"Unreliable"
"2002","2002","California","06","15-24 years","15-24","Male","Hispanic or Latino","Other external causes of accidental injury","W00-X59","White","2106-3",11,1060604,"Unreliable"
"2002","2002","California","06","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",35,1060604,3.3
"2002","2002","California","06","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",386,1060604,36.4
"2002","2002","California","06","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",44,1050871,4.2
"2002","2002","California","06","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",216,1050871,20.6
"2002","2002","California","06","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",30,837535,3.6
"2002","2002","California","06","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",69,837535,8.2
"2002","2002","California","06","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,494141,"Unreliable"
"2002","2002","California","06","45-54 years","45-54","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",34,494141,6.9
"2002","2002","California","06","55-64 years","55-64","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,240765,"Unreliable"
"2002","2002","California","06","65-74 years","65-74","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,134357,"Unreliable"
"2002","2002","Colorado","08","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,77825,"Unreliable"
"2002","2002","Colorado","08","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",10,77825,"Unreliable"
"2002","2002","Florida","12","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,233105,"Unreliable"
"2002","2002","Florida","12","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",21,233105,9
"2002","2002","Florida","12","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,246386,"Unreliable"
"2002","2002","Florida","12","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",22,246386,8.9
"2002","2002","Florida","12","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,237862,"Unreliable"
"2002","2002","Florida","12","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,157574,"Unreliable"
"2002","2002","Georgia","13","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,63129,"Unreliable"
"2002","2002","Georgia","13","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",19,74057,"Unreliable"
"2002","2002","Illinois","17","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",60,162799,36.9
"2002","2002","Illinois","17","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",33,173257,19
"2002","2002","Nevada","32","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,42428,"Unreliable"
"2002","2002","Nevada","32","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,48103,"Unreliable"
"2002","2002","New Jersey","34","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",17,97187,"Unreliable"
"2002","2002","New Mexico","35","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,68220,"Unreliable"
"2002","2002","New Mexico","35","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",15,68220,"Unreliable"
"2002","2002","New Mexico","35","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,52457,"Unreliable"
"2002","2002","New Mexico","35","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,52457,"Unreliable"
"2002","2002","New Mexico","35","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",14,55382,"Unreliable"
"2002","2002","New York","36","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",34,213538,15.9
"2002","2002","New York","36","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",29,222150,13.1
"2002","2002","New York","36","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,189729,"Unreliable"
"2002","2002","North Carolina","37","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",22,56317,39.1
"2002","2002","North Carolina","37","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",19,66645,"Unreliable"
"2002","2002","Pennsylvania","42","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",13,38188,"Unreliable"
"2002","2002","Texas","48","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",54,687434,7.9
"2002","2002","Texas","48","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",138,687434,20.1
"2002","2002","Texas","48","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",37,632838,5.8
"2002","2002","Texas","48","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",92,632838,14.5
"2002","2002","Texas","48","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",28,512903,5.5
"2002","2002","Texas","48","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",49,512903,9.6
"2002","2002","Texas","48","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,336023,"Unreliable"
"2002","2002","Texas","48","45-54 years","45-54","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",18,336023,"Unreliable"
"2002","2002","Texas","48","55-64 years","55-64","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,173934,"Unreliable"
"2003","2003","Arizona","04","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",15,139388,"Unreliable"
"2003","2003","Arizona","04","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",67,139388,48.1
"2003","2003","Arizona","04","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",19,128470,"Unreliable"
"2003","2003","Arizona","04","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",54,128470,42
"2003","2003","Arizona","04","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",10,97075,"Unreliable"
"2003","2003","Arizona","04","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",26,97075,26.8
"2003","2003","California","06","15-24 years","15-24","Male","Hispanic or Latino","Other external causes of accidental injury","W00-X59","White","2106-3",17,1078898,"Unreliable"
"2003","2003","California","06","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",48,1078898,4.4
"2003","2003","California","06","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",389,1078898,36.1
"2003","2003","California","06","25-34 years","25-34","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",39,1055266,3.7
"2003","2003","California","06","25-34 years","25-34","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",229,1055266,21.7
"2003","2003","California","06","35-44 years","35-44","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",36,863674,4.2
"2003","2003","California","06","35-44 years","35-44","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",77,863674,8.9
"2003","2003","California","06","45-54 years","45-54","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",23,522733,4.4
"2003","2003","California","06","45-54 years","45-54","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",29,522733,5.5
"2003","2003","California","06","55-64 years","55-64","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",17,257172,"Unreliable"
"2003","2003","California","06","65-74 years","65-74","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",11,138984,"Unreliable"
"2003","2003","Colorado","08","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",16,78173,"Unreliable"
"2003","2003","Florida","12","15-24 years","15-24","Male","Hispanic or Latino","Intentional self-harm","X60-X84","White","2106-3",13,244328,"Unreliable"
"2003","2003","Florida","12","15-24 years","15-24","Male","Hispanic or Latino","Assault","X85-Y09","White","2106-3",27,244328,11.1
