"Year","Year Code","2013 Urbanization","2013 Urbanization Code","Ten-Year Age Groups","Ten-Year Age Groups Code","ICD Sub-Chapter","ICD Sub-Chapter Code","Deaths","Population","Crude Rate"
"2000","2000","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",203,1954883,10.4
"2000","2000","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",35,1954883,1.8
"2000","2000","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",198,1579618,12.5
"2000","2000","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",18,1579618,"Unreliable"
"2000","2000","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",166,1045117,15.9
"2000","2000","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",10,1045117,"Unreliable"
"2000","2000","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",72,394608,18.2
"2001","2001","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",17,4870588,"Unreliable"
"2001","2001","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",24,12645075,0.2
"2001","2001","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",83,12645075,0.7
"2001","2001","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",48,12478734,0.4
"2001","2001","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",509,12478734,4.1
"2001","2001","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2527,12478734,20.3
"2001","2001","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",23,13961842,0.2
"2001","2001","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",655,13961842,4.7
"2001","2001","Large Central Metro","1","25-34 years","25-34","Assault","X85-Y09",1893,13961842,13.6
"2001","2001","Large Central Metro","1","35-44 years","35-44","Other external causes of accidental injury","W00-X59",26,13990278,0.2
"2001","2001","Large Central Metro","1","35-44 years","35-44","Intentional self-harm","X60-X84",647,13990278,4.6
"2001","2001","Large Central Metro","1","35-44 years","35-44","Assault","X85-Y09",923,13990278,6.6
"2001","2001","Large Central Metro","1","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,11560348,"Unreliable"
"2001","2001","Large Central Metro","1","45-54 years","45-54","Intentional self-harm","X60-X84",700,11560348,6.1
"2001","2001","Large Central Metro","1","45-54 years","45-54","Assault","X85-Y09",377,11560348,3.3
"2001","2001","Large Central Metro","1","55-64 years","55-64","Intentional self-harm","X60-X84",496,7060405,7
"2001","2001","Large Central Metro","1","55-64 years","55-64","Assault","X85-Y09",127,7060405,1.8
"2001","2001","Large Central Metro","1","65-74 years","65-74","Intentional self-harm","X60-X84",372,5037794,7.4
"2001","2001","Large Central Metro","1","65-74 years","65-74","Assault","X85-Y09",76,5037794,1.5
"2001","2001","Large Central Metro","1","75-84 years","75-84","Intentional self-harm","X60-X84",355,3518939,10.1
"2001","2001","Large Central Metro","1","75-84 years","75-84","Assault","X85-Y09",26,3518939,0.7
"2001","2001","Large Central Metro","1","85+ years","85+","Intentional self-harm","X60-X84",137,1199360,11.4
"2001","2001","Large Fringe Metro","2","1-4 years","1-4","Assault","X85-Y09",13,3730163,"Unreliable"
"2001","2001","Large Fringe Metro","2","5-14 years","5-14","Intentional self-harm","X60-X84",11,10103388,"Unreliable"
"2001","2001","Large Fringe Metro","2","5-14 years","5-14","Assault","X85-Y09",31,10103388,0.3
"2001","2001","Large Fringe Metro","2","15-24 years","15-24","Other external causes of accidental injury","W00-X59",39,8653658,0.5
"2001","2001","Large Fringe Metro","2","15-24 years","15-24","Intentional self-harm","X60-X84",429,8653658,5
"2001","2001","Large Fringe Metro","2","15-24 years","15-24","Assault","X85-Y09",598,8653658,6.9
"2001","2001","Large Fringe Metro","2","25-34 years","25-34","Other external causes of accidental injury","W00-X59",12,9218829,"Unreliable"
"2001","2001","Large Fringe Metro","2","25-34 years","25-34","Intentional self-harm","X60-X84",554,9218829,6
"2001","2001","Large Fringe Metro","2","25-34 years","25-34","Assault","X85-Y09",477,9218829,5.2
"2001","2001","Large Fringe Metro","2","35-44 years","35-44","Other external causes of accidental injury","W00-X59",23,11587813,0.2
"2001","2001","Large Fringe Metro","2","35-44 years","35-44","Intentional self-harm","X60-X84",632,11587813,5.5
"2001","2001","Large Fringe Metro","2","35-44 years","35-44","Assault","X85-Y09",303,11587813,2.6
"2001","2001","Large Fringe Metro","2","45-54 years","45-54","Other external causes of accidental injury","W00-X59",14,9854271,"Unreliable"
"2001","2001","Large Fringe Metro","2","45-54 years","45-54","Intentional self-harm","X60-X84",634,9854271,6.4
"2001","2001","Large Fringe Metro","2","45-54 years","45-54","Assault","X85-Y09",157,9854271,1.6
"2001","2001","Large Fringe Metro","2","55-64 years","55-64","Other external causes of accidental injury","W00-X59",15,6026619,"Unreliable"
"2001","2001","Large Fringe Metro","2","55-64 years","55-64","Intentional self-harm","X60-X84",433,6026619,7.2
"2001","2001","Large Fringe Metro","2","55-64 years","55-64","Assault","X85-Y09",52,6026619,0.9
"2001","2001","Large Fringe Metro","2","65-74 years","65-74","Intentional self-harm","X60-X84",310,4133066,7.5
"2001","2001","Large Fringe Metro","2","65-74 years","65-74","Assault","X85-Y09",25,4133066,0.6
"2001","2001","Large Fringe Metro","2","75-84 years","75-84","Intentional self-harm","X60-X84",287,2818473,10.2
"2001","2001","Large Fringe Metro","2","75-84 years","75-84","Assault","X85-Y09",20,2818473,0.7
"2001","2001","Large Fringe Metro","2","85+ years","85+","Intentional self-harm","X60-X84",105,949271,11.1
"2001","2001","Medium Metro","3","1-4 years","1-4","Assault","X85-Y09",13,3123288,"Unreliable"
"2001","2001","Medium Metro","3","5-14 years","5-14","Other external causes of accidental injury","W00-X59",10,8424308,"Unreliable"
"2001","2001","Medium Metro","3","5-14 years","5-14","Intentional self-harm","X60-X84",19,8424308,"Unreliable"
"2001","2001","Medium Metro","3","5-14 years","5-14","Assault","X85-Y09",32,8424308,0.4
"2001","2001","Medium Metro","3","15-24 years","15-24","Other external causes of accidental injury","W00-X59",39,8566716,0.5
"2001","2001","Medium Metro","3","15-24 years","15-24","Intentional self-harm","X60-X84",458,8566716,5.3
"2001","2001","Medium Metro","3","15-24 years","15-24","Assault","X85-Y09",606,8566716,7.1
"2001","2001","Medium Metro","3","25-34 years","25-34","Other external causes of accidental injury","W00-X59",24,7726017,0.3
"2001","2001","Medium Metro","3","25-34 years","25-34","Intentional self-harm","X60-X84",553,7726017,7.2
"2001","2001","Medium Metro","3","25-34 years","25-34","Assault","X85-Y09",517,7726017,6.7
"2001","2001","Medium Metro","3","35-44 years","35-44","Other external causes of accidental injury","W00-X59",25,8961942,0.3
"2001","2001","Medium Metro","3","35-44 years","35-44","Intentional self-harm","X60-X84",669,8961942,7.5
"2001","2001","Medium Metro","3","35-44 years","35-44","Assault","X85-Y09",368,8961942,4.1
"2001","2001","Medium Metro","3","45-54 years","45-54","Other external causes of accidental injury","W00-X59",23,8049833,0.3
"2001","2001","Medium Metro","3","45-54 years","45-54","Intentional self-harm","X60-X84",694,8049833,8.6
"2001","2001","Medium Metro","3","45-54 years","45-54","Assault","X85-Y09",149,8049833,1.9
"2001","2001","Medium Metro","3","55-64 years","55-64","Intentional self-harm","X60-X84",454,5144106,8.8
"2001","2001","Medium Metro","3","55-64 years","55-64","Assault","X85-Y09",76,5144106,1.5
"2001","2001","Medium Metro","3","65-74 years","65-74","Intentional self-harm","X60-X84",379,3874606,9.8
"2001","2001","Medium Metro","3","65-74 years","65-74","Assault","X85-Y09",36,3874606,0.9
"2001","2001","Medium Metro","3","75-84 years","75-84","Intentional self-harm","X60-X84",383,2662921,14.4
"2001","2001","Medium Metro","3","75-84 years","75-84","Assault","X85-Y09",21,2662921,0.8
"2001","2001","Medium Metro","3","85+ years","85+","Intentional self-harm","X60-X84",115,883462,13
"2001","2001","Small Metro","4","5-14 years","5-14","Intentional self-harm","X60-X84",12,3649310,"Unreliable"
"2001","2001","Small Metro","4","5-14 years","5-14","Assault","X85-Y09",17,3649310,"Unreliable"
"2001","2001","Small Metro","4","15-24 years","15-24","Other external causes of accidental injury","W00-X59",28,4202887,0.7
"2001","2001","Small Metro","4","15-24 years","15-24","Intentional self-harm","X60-X84",224,4202887,5.3
"2001","2001","Small Metro","4","15-24 years","15-24","Assault","X85-Y09",168,4202887,4
"2001","2001","Small Metro","4","25-34 years","25-34","Other external causes of accidental injury","W00-X59",14,3304878,"Unreliable"
"2001","2001","Small Metro","4","25-34 years","25-34","Intentional self-harm","X60-X84",273,3304878,8.3
"2001","2001","Small Metro","4","25-34 years","25-34","Assault","X85-Y09",151,3304878,4.6
"2001","2001","Small Metro","4","35-44 years","35-44","Other external causes of accidental injury","W00-X59",27,3887763,0.7
"2001","2001","Small Metro","4","35-44 years","35-44","Intentional self-harm","X60-X84",344,3887763,8.8
"2001","2001","Small Metro","4","35-44 years","35-44","Assault","X85-Y09",122,3887763,3.1
"2001","2001","Small Metro","4","45-54 years","45-54","Other external causes of accidental injury","W00-X59",13,3596093,"Unreliable"
"2001","2001","Small Metro","4","45-54 years","45-54","Intentional self-harm","X60-X84",329,3596093,9.1
"2001","2001","Small Metro","4","45-54 years","45-54","Assault","X85-Y09",82,3596093,2.3
"2001","2001","Small Metro","4","55-64 years","55-64","Intentional self-harm","X60-X84",223,2380179,9.4
"2001","2001","Small Metro","4","55-64 years","55-64","Assault","X85-Y09",33,2380179,1.4
"2001","2001","Small Metro","4","65-74 years","65-74","Intentional self-harm","X60-X84",217,1841186,11.8
"2001","2001","Small Metro","4","65-74 years","65-74","Assault","X85-Y09",12,1841186,"Unreliable"
"2001","2001","Small Metro","4","75-84 years","75-84","Intentional self-harm","X60-X84",203,1243376,16.3
"2001","2001","Small Metro","4","75-84 years","75-84","Assault","X85-Y09",10,1243376,"Unreliable"
"2001","2001","Small Metro","4","85+ years","85+","Intentional self-harm","X60-X84",48,422588,11.4
"2001","2001","Micropolitan (Nonmetro)","5","1-4 years","1-4","Assault","X85-Y09",10,1312697,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","5-14 years","5-14","Other external causes of accidental injury","W00-X59",11,3671344,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","5-14 years","5-14","Intentional self-harm","X60-X84",15,3671344,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","15-24 years","15-24","Other external causes of accidental injury","W00-X59",27,3850122,0.7
"2001","2001","Micropolitan (Nonmetro)","5","15-24 years","15-24","Intentional self-harm","X60-X84",280,3850122,7.3
"2001","2001","Micropolitan (Nonmetro)","5","15-24 years","15-24","Assault","X85-Y09",193,3850122,5
"2001","2001","Micropolitan (Nonmetro)","5","25-34 years","25-34","Other external causes of accidental injury","W00-X59",24,3139218,0.8
"2001","2001","Micropolitan (Nonmetro)","5","25-34 years","25-34","Intentional self-harm","X60-X84",282,3139218,9
"2001","2001","Micropolitan (Nonmetro)","5","25-34 years","25-34","Assault","X85-Y09",153,3139218,4.9
"2001","2001","Micropolitan (Nonmetro)","5","35-44 years","35-44","Other external causes of accidental injury","W00-X59",17,3857795,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","35-44 years","35-44","Intentional self-harm","X60-X84",418,3857795,10.8
"2001","2001","Micropolitan (Nonmetro)","5","35-44 years","35-44","Assault","X85-Y09",145,3857795,3.8
"2001","2001","Micropolitan (Nonmetro)","5","45-54 years","45-54","Other external causes of accidental injury","W00-X59",21,3651238,0.6
"2001","2001","Micropolitan (Nonmetro)","5","45-54 years","45-54","Intentional self-harm","X60-X84",352,3651238,9.6
"2001","2001","Micropolitan (Nonmetro)","5","45-54 years","45-54","Assault","X85-Y09",86,3651238,2.4
"2001","2001","Micropolitan (Nonmetro)","5","55-64 years","55-64","Other external causes of accidental injury","W00-X59",13,2500521,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","55-64 years","55-64","Intentional self-harm","X60-X84",256,2500521,10.2
"2001","2001","Micropolitan (Nonmetro)","5","55-64 years","55-64","Assault","X85-Y09",38,2500521,1.5
"2001","2001","Micropolitan (Nonmetro)","5","65-74 years","65-74","Intentional self-harm","X60-X84",253,1913754,13.2
"2001","2001","Micropolitan (Nonmetro)","5","65-74 years","65-74","Assault","X85-Y09",24,1913754,1.3
"2001","2001","Micropolitan (Nonmetro)","5","75-84 years","75-84","Intentional self-harm","X60-X84",240,1297927,18.5
"2001","2001","Micropolitan (Nonmetro)","5","75-84 years","75-84","Assault","X85-Y09",11,1297927,"Unreliable"
"2001","2001","Micropolitan (Nonmetro)","5","85+ years","85+","Intentional self-harm","X60-X84",59,463237,12.7
"2001","2001","NonCore (Nonmetro)","6","5-14 years","5-14","Other external causes of accidental injury","W00-X59",17,2658615,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","15-24 years","15-24","Other external causes of accidental injury","W00-X59",25,2461453,1
"2001","2001","NonCore (Nonmetro)","6","15-24 years","15-24","Intentional self-harm","X60-X84",230,2461453,9.3
"2001","2001","NonCore (Nonmetro)","6","15-24 years","15-24","Assault","X85-Y09",108,2461453,4.4
"2001","2001","NonCore (Nonmetro)","6","25-34 years","25-34","Other external causes of accidental injury","W00-X59",25,2120738,1.2
"2001","2001","NonCore (Nonmetro)","6","25-34 years","25-34","Intentional self-harm","X60-X84",247,2120738,11.6
"2001","2001","NonCore (Nonmetro)","6","25-34 years","25-34","Assault","X85-Y09",117,2120738,5.5
"2001","2001","NonCore (Nonmetro)","6","35-44 years","35-44","Other external causes of accidental injury","W00-X59",28,2766161,1
"2001","2001","NonCore (Nonmetro)","6","35-44 years","35-44","Intentional self-harm","X60-X84",320,2766161,11.6
"2001","2001","NonCore (Nonmetro)","6","35-44 years","35-44","Assault","X85-Y09",117,2766161,4.2
"2001","2001","NonCore (Nonmetro)","6","45-54 years","45-54","Other external causes of accidental injury","W00-X59",19,2674485,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","45-54 years","45-54","Intentional self-harm","X60-X84",314,2674485,11.7
"2001","2001","NonCore (Nonmetro)","6","45-54 years","45-54","Assault","X85-Y09",83,2674485,3.1
"2001","2001","NonCore (Nonmetro)","6","55-64 years","55-64","Other external causes of accidental injury","W00-X59",14,1993465,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","55-64 years","55-64","Intentional self-harm","X60-X84",221,1993465,11.1
"2001","2001","NonCore (Nonmetro)","6","55-64 years","55-64","Assault","X85-Y09",38,1993465,1.9
"2001","2001","NonCore (Nonmetro)","6","65-74 years","65-74","Intentional self-harm","X60-X84",227,1583773,14.3
"2001","2001","NonCore (Nonmetro)","6","65-74 years","65-74","Assault","X85-Y09",19,1583773,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","75-84 years","75-84","Other external causes of accidental injury","W00-X59",10,1051982,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","75-84 years","75-84","Intentional self-harm","X60-X84",180,1051982,17.1
"2001","2001","NonCore (Nonmetro)","6","75-84 years","75-84","Assault","X85-Y09",11,1051982,"Unreliable"
"2001","2001","NonCore (Nonmetro)","6","85+ years","85+","Intentional self-harm","X60-X84",73,394576,18.5
"2002","2002","Large Central Metro","1","1-4 years","1-4","Assault","X85-Y09",20,4929691,0.4
"2002","2002","Large Central Metro","1","5-14 years","5-14","Intentional self-harm","X60-X84",14,12611194,"Unreliable"
"2002","2002","Large Central Metro","1","5-14 years","5-14","Assault","X85-Y09",98,12611194,0.8
"2002","2002","Large Central Metro","1","15-24 years","15-24","Other external causes of accidental injury","W00-X59",41,12590920,0.3
"2002","2002","Large Central Metro","1","15-24 years","15-24","Intentional self-harm","X60-X84",494,12590920,3.9
"2002","2002","Large Central Metro","1","15-24 years","15-24","Assault","X85-Y09",2502,12590920,19.9
"2002","2002","Large Central Metro","1","25-34 years","25-34","Other external causes of accidental injury","W00-X59",22,13946471,0.2
"2002","2002","Large Central Metro","1","25-34 years","25-34","Intentional self-harm","X60-X84",629,13946471,4.5
